tweet,label
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
"Nasib NU di Pilgub Jakarta, Berjaya Atau Kembali Terpuruk Nestapa http://dlvr.it/NgZrd4 pic.twitter.com/dXJhbdmYem",netral
Opini @IndraJPiliang Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (2) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2-2.html …,negatif
"Sering Diremehkan, Ridwan Kamil Ingin Buktikan di Pilgub Jabar #Jakarta #PilkadaJawaBarat #PilgubJabar2018 http://bit.ly/2mklvQ8 ",positif
Ini Kriteria Cawagub Ridwan Kamil yang Cocok di Pilgub Jawa Barat #Jakarta #PilkadaJawaBarat #PilgubJabar2018 http://bit.ly/2mkjdAI ,positif
Saya suka video @YouTube http://youtu.be/DSBOmWd4nDk?a  MEMANAS! Ahok dan Anies Dengan Berbagai Isu Kompetisi Pilgub DKI Jakarta Putaran 2,netral
Jadwal penetapan (DPS) Daftar Pemilih Sementara PilGub DKI Jakarta 2017 Putaran Ke 2 pic.twitter.com/hIcKh01YCd,netral
"Berita Terbaru: Tak Minat Maju Pilgub Jatim, Risma Merasa Belum Mampu: Jakarta | http://duta.co … https://goo.gl/fb/1QYmgQ ",netral
Di Jogja tak ada pilgub tapi 5 bupati/walkot dipilih rakyat. Di Jakarta ada pilgub tapi 5 walkot dan 1 bupati diangkat gubernur.,netral
Perindo Fokus Menangkan Anies-Sandi pada Putaran Kedua Pilgub DKI Jakarta http://partaiperindo.com/?p=30700  | Ketum Bpk @Hary_Tanoe #PerindoUpdate,positif
Perindo Fokus Menangkan Anies-Sandi pada Putaran Kedua Pilgub DKI Jakarta http://partaiperindo.com/?p=30700  | Ketum Bpk @Hary_Tanoe #PerindoUpdate,positif
Perindo Fokus Menangkan Anies-Sandi pada Putaran Kedua Pilgub DKI Jakarta http://partaiperindo.com/?p=30700  | Ketum Bpk @Hary_Tanoe #PerindoUpdate,positif
[BP] Perang Strategi Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://dlvr.it/NgVwGP ,negatif
Deklarasi dukungan Nasdem ke RK jangan sampe memecah konsen trhdp pertempuran dunia maya di Pilgub DKI Jakarta. Sayangi paket data anda.,positif
"1. Sabtu, 3/02, DPW PAN DKI Jakarta secara resmi telah mendeklarasikan dukungan u/ pasangan Anies-Sandi pada putaran 2 Pilgub DKI Jakarta.",positif
"Tensi Tinggi Gelanggang Pertarungan Pilgub DKI Jakarta
#Ahok2Masjid #SemangatBaDja #PagiPagi http://nusantaranews.co/tensi-tinggi-gelanggang-pertarungan-pilgub-dki-jakarta/ …",negatif
"Berita Terbaru: Pilgub Jabar 2018 Jadi Ajang ‘Duel’ Megawati, Prabowo, SBY: JAKARTA | duta… https://goo.gl/fb/vmd0R1 ",negatif
Training of Trainer Pemungutan dan Penghitungan suara Pilgub DKI Jakarta Tahun 2017 Putaran kedua pic.twitter.com/LV3ArQZsIo,netral
"JANGAN LAGI LUDAHI TUHAN PADA PILKADA DKI JAKARTA PUTARAN II

Pilgub DKI Jakarta 2017 putaran kedua menyisakan... http://fb.me/5b9svrka3 ",negatif
Rencana Presiden berkunjung ke Berau setelah pilgub DKI Jakarta. http://fb.me/xOVnOGjA ,netral
Evaluasi dan Dinamika Putaran Kedua Pilgub DKI Jakarta http://baliexpress.news/evaluasi-dan-dinamika-putaran-kedua-pilgub-dki-jakarta/ …,netral
"Gelar Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub https://goo.gl/fb/4SrFZ8  http://denakuswandana.wordpress.com ",positif
"Gelar Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://dlvr.it/NgQYnZ ",positif
PAN Resmi Mendukung Anies-Sandi di Putaran Kedua Pilgub DKI Jakarta - See more at:... http://fb.me/1QY0ltpNb ,positif
"Gelar Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://dlvr.it/NgQVZ3 ",positif
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://medan.tribunnews.com/2017/03/19/iwan-fals-bikin-polling-pilgub-jakarta-siapa-yang-menang … lewat @tribunmedan",netral
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub
http://pks-jakarta.or.id/rakorwil-pks-jakarta-fokus-pemenangan-pilgub/ …",positif
"Gelar Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://islamedia.id/gelar-rakorwil-pks-jakarta-fokus-pemenangan-pilgub/ …",positif
@SiBonekaKayu semoga aja Anies-Sandi menang Pilgub DKI Jakarta sebagaimana @achanJKT48 mimpin hasil sementara pemilihan senbatsu ke-17https://twitter.com/jawapos/status/843323775668035584 …,positif
#RMOL #JAKARTA DPTb Celah Pilgub Tak Jujur http://fb.me/Yl1hWope ,negatif
Universitas ibnu Chaldun Jakarta akan menurunkan ribuan mahasiswa (i) utk melakukan pengawasan Pilgub DKI 19/4 agar demokratis tdk curang,positif
"Jakarta semenjak mau pilgub bnyk orang  o'on, terutama di dunia maya..klo anies menang siap2 jd syariah klo ahok menang siap2 kristenisasi.",negatif
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://ift.tt/2nbADhO pic.twitter.com/fT6wCbel3b",positif
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://ift.tt/2nbADhO pic.twitter.com/hJCuI9WG1q",positif
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://dlvr.it/NgMSs8 ",positif
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgHFMx ",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgHFPB pic.twitter.com/Q40ZgsgYfQ",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgHDwJ ",netral
"[BP] Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgHDl9 ",netral
"#IwanFals Bikin Polling #PilgubJakarta, Siapa yang Menang? http://ln.is/medan.tribunnews.com/D5CJu … via @tribunmedan #Badja #AhokDjarod #AniesSandi",netral
Akan ada isu politik busuk apa lagi untuk menjatuhkan kang emil. Seperti yang telah terjadi di pilgub jakarta http://fb.me/1gekpyt19 ,negatif
Saya suka video @YouTube http://youtu.be/qXlcVLPVLwA?a  Komentar jujur warga tentang Ahok jelang Putaran ke 2 Pilgub Jakarta,positif
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? - Tribun Medan http://fb.me/4UkKviydr ",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgDVy5 pic.twitter.com/W1T2QzDKty",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgDVrZ ",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://dlvr.it/NgDVLd ",netral
"Iwan Fals Bikin Polling Pilgub Jakarta, Siapa yang Menang? http://ln.is/medan.tribunnews.com/um1vq … via @tribunmedan",netral
"afek pilgub warga di jakarta di adu domba oleh politikus,g ada msuh n kwan abadi,yg ada adalah kepentingan pra poitikus"" @jokowi",negatif
"Pilgub jawa barat, akankah seramai jakarta? Kita tunggu saja",netral
Karena hal yang mengganggu saya akhir-akhir ini kebanyakan bersumber dari pilgub jakarta ,negatif
"Pilgub rame nya, ai di Bandung aya kotak nyablak teu jiga di Jakarta?",positif
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://dlvr.it/Ng7bvP pic.twitter.com/Udcpmy40yY",positif
"Rakorwil, PKS Jakarta Fokus Pemenangan Pilgub http://suarajakarta.co/news/politik/rakorwil-pks-jakarta-fokus-pemenangan-pilgub/ …pic.twitter.com/snSsxcNfAn",positif
kang Ridwan Kamil semoga anda tidak lupa dulu pernah berjanji untuk tetap mengurus bandung saat ditawarkan maju pilgub DKI Jakarta,positif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.htm …,negatif
"Tsunami pilgub jakarta 2017 tlh menghardik bahkan intelektual kehilangan ""in""-nya dg pengkultusan berlebih @PrijantoRabbani",negatif
"alhamdulillah putaran pertama sdh coblos pecinya, putaran kedua pilgub DKI Jakarta harus Coblos ANIES SANDI",positif
Perang Sengit Aktivis Pergerakan 80-an & 90-an dlm Pilgub DKI Jakarta ||| http://ln.is/m.rilis.id/LRh7a …,negatif
Opini @IndraJPiliang Perang Sengit Aktivis Pergerakan dalam Pilgub DKI Jakarta 2017 (1) http://rilis.id/perang-sengit-aktivis-pergerakan-dalam-pilgub-dki-jakarta-2017-1.html …,negatif
Evaluasi dan Dinamika Putaran Kedua Pilgub DKI Jakarta http://suaradewata.com/read/2017/03/18/201703180008/Evaluasi-dan-Dinamika-Putaran-Kedua-Pilgub-DKI-Jakarta.html#.WM3xywrA7gg.twitter …pic.twitter.com/TRJRFaaBis,netral
1 bulan lagi menjelang pilgub DKI Jakarta! Abis itu timeline gak penuh tweet politik lagi ,positif
Ribuan Kader Nasdem Deklarasi Dukung Ridwan Kamil di Pilgub Jabar #Jakarta #PartaiNasdem #RidwanKamil #KangEmil http://bit.ly/2mgaYFB ,positif
Komentar jujur warga tentang Ahok jelang Putaran ke 2 Pilgub Jakarta http://ln.is/www.youtube.com/umTB5 … via @YouTube,positif
"Kalah di Bekasi, Ahmad Dhani Kembali Ramaikan Pilgub DKI Jakarta http://dlvr.it/Ng2qWV pic.twitter.com/AgUx39vXCj",positif
Saya suka video @YouTube http://youtu.be/wxbPE3hB98o?a  AHOK DIMATA WARGA ASLI JAKARTA.TERHARU .PILGUB DKI 2017 - PUTRI TIGA,positif
Dukungan warga Jakarta untuk #AgusSylviTakTerbendung Pilgub DKI Satu Putaran pic.twitter.com/VN9KJSZAZj,positif
"Ribut sama Pilgub Jakarta, kalau ktpnya domisili Jakarta gpp, lha ini bukan ktp Jakarta tapi ribut sama pilgub Jakarta ",negatif
"Kemarin di dlm debat Pilgub DKI Pak Ahok bilang begini, saya baca tadi di media, ‘Jakarta human development indexnya tertinggi se-Indonesia.",netral
"Kalo mau liat bukti better jakarta yg logis & ga ada keberpihakan paslon pilgub, sila Follow doi @dhanangML @diastrywp #ngajakperang wkwkwkhttps://twitter.com/elisa_jkt/status/821357153545949184 …",positif
"Responnya tetep ke pilgub jakarta 
Netijen emang jenaka https://twitter.com/bukalapak/status/821328160717320192 …",negatif
#Prihatin Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wvr6 pic.twitter.com/4ERARV1EVW,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wvlf pic.twitter.com/llq4z6nXa7,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7WvmN pic.twitter.com/KF90jKsesY,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7WvmJ pic.twitter.com/h3KxPwyeyJ,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta: Empat orang polisi… http://www.tribunnews.com/regional/2017/01/17/empat-polisi-kawal-surat-suara-pilgub-dki-dari-tempat-percetakan-di-makassar-hingga-jakarta?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/ZioJZ1NiSP,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wv8G ,positif
#PopulerB1 #Iptek: Kawal Pilkada Ajak Warga Mengawal Pilgub DKI Jakarta http://brt.st/5qxz pic.twitter.com/M6U1phSmfO,positif
#PopulerB1 #Iptek: Kawal Pilkada Ajak Warga Mengawal Pilgub DKI Jakarta http://brt.st/5qxz pic.twitter.com/bhnloaScK1,positif
kurang dari satu bulan lagi kita sudah tau kok siapa pemenang pilgub DKI Jakarta #AgusSylviTakTerbendung,positif
Surat Suara Pilgub DKI Jakarta Siap Dikirim ke Jakarta http://bit.ly/2iCsZaE ,positif
Berita #Jakarta: Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta http://ow.ly/6xU2508EAhO ,positif
#Fokus Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta - Tribun Timur http://dlvr.it/N7TpLF ,positif
Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta http://dlvr.it/N7T7hx ,positif
Surat suara Pilgub DKI jakarta di cetak di Makassar... #BanggaLokal #MakassarBisatonjipic.twitter.com/U5i4qktr8I,netral
Saya suka video @YouTube http://youtu.be/wxbPE3hB98o?a  AHOK DIMATA WARGA ASLI JAKARTA.TERHARU .PILGUB DKI 2017 - PUTRI TIGA,positif
Dukungan warga Jakarta untuk #AgusSylviTakTerbendung Pilgub DKI Satu Putaran pic.twitter.com/VN9KJSZAZj,positif
"Ribut sama Pilgub Jakarta, kalau ktpnya domisili Jakarta gpp, lha ini bukan ktp Jakarta tapi ribut sama pilgub Jakarta ",negatif
"Kemarin di dlm debat Pilgub DKI Pak Ahok bilang begini, saya baca tadi di media, ‘Jakarta human development indexnya tertinggi se-Indonesia.",netral
"Kalo mau liat bukti better jakarta yg logis & ga ada keberpihakan paslon pilgub, sila Follow doi @dhanangML @diastrywp #ngajakperang wkwkwkhttps://twitter.com/elisa_jkt/status/821357153545949184 …",positif
"Responnya tetep ke pilgub jakarta 
Netijen emang jenaka https://twitter.com/bukalapak/status/821328160717320192 …",negatif
#Prihatin Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wvr6 pic.twitter.com/4ERARV1EVW,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wvlf pic.twitter.com/llq4z6nXa7,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7WvmN pic.twitter.com/KF90jKsesY,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7WvmJ pic.twitter.com/h3KxPwyeyJ,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta: Empat orang polisi… http://www.tribunnews.com/regional/2017/01/17/empat-polisi-kawal-surat-suara-pilgub-dki-dari-tempat-percetakan-di-makassar-hingga-jakarta?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/ZioJZ1NiSP,positif
Empat Polisi Kawal Surat Suara Pilgub DKI dari Tempat Percetakan di Makassar Hingga Jakarta http://dlvr.it/N7Wv8G ,positif
#PopulerB1 #Iptek: Kawal Pilkada Ajak Warga Mengawal Pilgub DKI Jakarta http://brt.st/5qxz pic.twitter.com/M6U1phSmfO,positif
#PopulerB1 #Iptek: Kawal Pilkada Ajak Warga Mengawal Pilgub DKI Jakarta http://brt.st/5qxz pic.twitter.com/bhnloaScK1,positif
kurang dari satu bulan lagi kita sudah tau kok siapa pemenang pilgub DKI Jakarta #AgusSylviTakTerbendung,positif
Surat Suara Pilgub DKI Jakarta Siap Dikirim ke Jakarta http://bit.ly/2iCsZaE ,positif
Berita #Jakarta: Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta http://ow.ly/6xU2508EAhO ,positif
#Fokus Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta - Tribun Timur http://dlvr.it/N7TpLF ,positif
Empat Polisi Kawal Surat Suara Pilgub DKI Hingga Jakarta http://dlvr.it/N7T7hx ,positif
Surat suara Pilgub DKI jakarta di cetak di Makassar... #BanggaLokal #MakassarBisatonjipic.twitter.com/U5i4qktr8I,netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta: http://youtu.be/2qRTNpqwQfU?a  via @YouTube",netral
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7SgmL  #Politik #anieskalahdipilgubjakartapic.twitter.com/1JCTOHRqNl",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7SgSw  #Politik #anieskalahdipilgubjakartapic.twitter.com/IsIsWegK3b",negatif
Pertarungan politik dalam pilgub DKI Jakarta kali ini tidak lebih dari perebutan batu lompatan menuju 2019 http://goo.gl/yiHzXu pic.twitter.com/hQju93vPI8,negatif
Pilgub jakarta sangat cair. Penguasaan grassroot di hari tenang adalah kunci. Jangan terkecoh dg hasil survei saat ini. Tetap fokus gerilya,positif
"Berita #Jakarta: 7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://ow.ly/Mshd508EpBC ",netral
"#Fokus 7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta - Tribun Timur http://dlvr.it/N7RBMn ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://fb.me/8M0Nk0JUa ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QZ3L ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QZ1V   | via Tribun timur",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QYyr ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QYxY ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QYwP ",netral
"7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta http://dlvr.it/N7QYvd ",netral
"#TuitMakassar 7,2 Juta Surat Suara Pilgub DKI Dikirim ke Jakarta #Makassar #Tuit",netral
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q6GR pic.twitter.com/yw4c0suHgY",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q61R  #Politik #anieskalahdipilgubjakartapic.twitter.com/uxKkKWbSRF",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q5zx  #Politik #anieskalahdipilgubjakartapic.twitter.com/j2nszEbGEa",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q3zF  #Politikpic.twitter.com/alEucOX9lp",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q3yj pic.twitter.com/useprSmuB9",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q3Vd pic.twitter.com/63AKRs03OA",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q3RJ pic.twitter.com/WuasezmQU1",negatif
"Anies Keok di Putaran I Pilgub DKI Jakarta. Agus 36 Persen, Ahok 32 http://dlvr.it/N7Q2f0  #Politik #anieskalahdipilgubjakartapic.twitter.com/17ZdmGZl0h",negatif
Surat Suara Pilgub DKI Jakarta Diangkut Ke Pelabuhan Soetta Makassar - http://online24jam.com/2017/01/17/30049/surat-suara-pilgub-dki-jakarta-diangkut-pelabuhan-soetta-makassar/ …,netral
Semoga Pilgub Jakarta 15 Februari 2017 bisa berjalan dengan tertib dan lancar @JAKARTAGOVERNOR,positif
"#BreakingNews 7,2 Juta Lembar Surat Suara Pilgub DKI Sudah Selesai Dicetak: Surat suara tersebut baru akan dikirim ke Jakarta… #followMe",netral
 semoga pilgub ini dpt menghadirkan pemimpin yg adil dan mendengarkan suara rakyatnya *jakarta untuk rakyat*,positif
"Muak juga lama—lama liat twit dari juru bicara paslon—paslon pilgub dki.

kami yang bukan dari jakarta muak liatnya. itu—itu aja dibahas.",negatif
"Lagi lihat hasil simulasi pilgub jakarta putaran 2 :

Jika 1 vs 2 , yg menang  1
Jika 1 vs 3 , fifty fifty 

2 vs 3 kemungkinannya kecil",netral
Blusukan di RW 01 Johar Baru Jakarta Pusat pagi ini.  Menurut Ketua RW mayoritas masyarakat mau pilih Anies Sandi dlm Pilgub DKI pic.twitter.com/pShN13lZnI,positif
"Hotel Alexis, Disebut dalam Debat Pilgub DKI Jakarta Hingga Ornamen yang Mirip Tulisan PKI https://www.harianbernas.com/berita-30421-Hotel-Alexis-Disebut-dalam-Debat-Pilgub-DKI-Jakarta-Hingga-Ornamen-yang-Mirip-Tulisan-PKI.html …pic.twitter.com/FY4DAz6jR3",positif
"Hotel Alexis, Disebut dalam Debat Pilgub DKI Jakarta Hingga Ornamen yang Mirip Tulisan PKI https://www.harianbernas.com/berita-30421-Hotel-Alexis-Disebut-dalam-Debat-Pilgub-DKI-Jakarta-Hingga-Ornamen-yang-Mirip-Tulisan-PKI.html …pic.twitter.com/moAClO2Jrd",positif
"Usai Debat Pilgub DKI Jakarta Nama Ira Koesno Masih Jadi Buah Bibir, Ini Alasannya https://www.harianbernas.com/berita-30420-Usai-Debat-Pilgub-DKI-Jakarta-Nama-Ira-Koesno-Masih-Jadi-Buah-Bibir-Ini-Alasannya.html …pic.twitter.com/J9QScyNejU",positif
"Usai Debat Pilgub DKI Jakarta Nama Ira Koesno Masih Jadi Buah Bibir, Ini Alasannya https://www.harianbernas.com/berita-30420-Usai-Debat-Pilgub-DKI-Jakarta-Nama-Ira-Koesno-Masih-Jadi-Buah-Bibir-Ini-Alasannya.html …pic.twitter.com/JsZhiUBHrp",positif
SaidAlkahfi Agus wijayanto dukung Anis Sandi di Pilgub Jakarta http://fb.me/4Pnro7Ebm ,positif
"mungkin jg ya mar, gara2 pilgub jakarta jg masyarakat punya demand lebih tinggi. Standar demand ke pejabat publik jd mebingkat",positif
Aplikasi Kawal Pilkada Bantu Perhitungan Suara Pilgub Jakarta - CNN Indonesia https://goo.gl/yNqnXL  #Pilkada,positif
"#Ahok #DKIJakarta #PilgubJakarta
Calon gubernur DKI Jakarta, Basuki Tjahaja Purnama atau Ahok, mengatakan, saat... http://fb.me/7fTw5Heus ",netral
"7,2 juta surat suara Pilgub DKI jakarta akan dikapalkan hari ini - http://mediawarta.com/2017/01/72-juta-surat-suara-pilgub-dki-jakarta-dikapalkan-hari/ …",netral
Pertarungan politik dalam pilgub DKI Jakarta kali ini tidak lebih dari perebutan batu lompatan menuju 2019 http://goo.gl/yiHzXu pic.twitter.com/xqOf98Sdi3,negatif
"Yang pilgub kan Jakarta ya, tapi kok.... #mantapkakak",negatif
Hasil Quick Count Pilkada/Pilgub Jakarta 2017 http://dlvr.it/N7BKLl ,netral
Saya suka video @YouTube http://youtu.be/wxbPE3hB98o?a  AHOK DIMATA WARGA ASLI JAKARTA.TERHARU .PILGUB DKI 2017 - PUTRI TIGA,positif
Berita #Jakarta: Aplikasi Kawal Pilkada Bantu Perhitungan Suara Pilgub Jakarta http://ow.ly/UwXT508CTDp ,positif
